customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
C1139,Female,0,No,No,43,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.84,4503.35
C1140,Male,1,No,No,31,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),64.49,2074.38
C1141,Male,0,Yes,No,28,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.88,1756.81
C1142,Male,1,No,Yes,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,32.19,1404.29
C1143,Female,1,No,No,42,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.65,3545.44
C1144,Female,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,37.52,74.58
C1145,Male,1,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),41.4,2237.11
C1146,Female,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),106.08,1509.25
C1147,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),118.89,2666.4
C1148,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.8,912.15
C1149,Male,0,No,No,53,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),26.05,1297.55
C1150,Female,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),64.09,1635.89
C1151,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),92.99,1948.45
C1152,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),90.72,6068.46
C1153,Male,1,Yes,Yes,44,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,42.83,1713.15
C1154,Female,0,Yes,Yes,66,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.79,4412.29
C1155,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.44,839.37
C1156,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,83.68,3501.23
C1157,Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,101.89,3438.32
C1158,Male,1,No,No,3,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.8,242.21
C1159,Male,0,Yes,Yes,62,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),91.98,5541.42
C1160,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),42.71,1110.96
C1161,Male,0,No,Yes,22,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,67.51,1368.99
C1162,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.83,891.86
C1163,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,85.82,4632.7
C1164,Male,0,No,Yes,49,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),88.75,4082.33
C1165,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),21.5,1538.71
C1166,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),85.28,3973.52
C1167,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.39,2842.13
C1168,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),32.21,463.22
C1169,Male,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.52,80.39
C1170,Female,0,Yes,No,71,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,118.69,9098.67
C1171,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,113.59,7269.7
C1172,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),70.05,2847.22
C1173,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,62.21,3165.21
C1174,Female,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.73,817.68
C1175,Male,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.07,4266.48
C1176,Male,0,No,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.66,4179.66
C1177,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,117.42,8310.76
C1178,Female,0,No,No,57,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.99,6967.12
C1179,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),72.79,4969.82
C1180,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),57.7,2423.33
C1181,Female,1,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,41.1,1836.73
C1182,Male,0,No,No,43,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),45.67,1880.46
C1183,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),35.9,1929.93
C1184,Female,0,No,Yes,64,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.14,6435.96
C1185,Male,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,42.08,2531.63
C1186,Male,0,Yes,No,68,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,25.58,1891.11
C1187,Male,0,Yes,No,57,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,40.26,2361.01
C1188,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.09,1360.31
C1189,Male,1,Yes,No,25,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.46,1222.34
C1190,Female,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,22.04,314.2
C1191,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,105.22,702.75
C1192,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,53.52,1586.25
C1193,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),107.98,5986.78
C1194,Female,0,No,No,25,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,20.65,514.35
C1195,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,113.67,431.51
C1196,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),43.27,187.83
C1197,Male,0,Yes,No,69,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),37.1,2656.13
C1198,Female,0,No,No,28,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.3,1825.45
C1199,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.71,2626.35
C1200,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,117.94,958.71
C1201,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),55.29,1108.57
C1202,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.78,1229.68
C1203,Female,0,No,No,43,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,61.47,2516.94
C1204,Male,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),84.75,3244.79
C1205,Male,1,No,No,14,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.85,739.43
C1206,Female,0,No,Yes,14,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),46.13,707.43
C1207,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.27,3900.54
C1208,Female,0,No,No,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.16,1778.29
C1209,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,56.98,2509.71
C1210,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.02,432.76
C1211,Female,0,No,Yes,8,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,101.77,872.27
C1212,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.27,72.92
C1213,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.53,428.43
C1214,Female,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,68.82,1112.86
C1215,Female,0,Yes,No,59,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,27.23,1559.36
C1216,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,74.36,1414.17
C1217,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),20.58,303.05
C1218,Male,1,No,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),116.33,1207.21
C1219,Male,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,34.1,2021.16
C1220,Female,0,No,No,18,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,40.4,749.59
C1221,Male,0,No,Yes,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.38,2772.85
C1222,Female,0,No,Yes,20,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,28.53,561.74
C1223,Female,0,Yes,No,60,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,51.41,3005.78
C1224,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.49,324.87
C1225,Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),46.4,2938.31
C1226,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.27,2814.95
C1227,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.33,
C1228,Male,0,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.66,3188.64
C1229,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),64.2,69.87
C1230,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),91.23,1583.83
C1231,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),20.0,261.48
C1232,Male,0,Yes,No,46,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),115.56,5696.91
C1233,Female,1,No,No,58,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.4,4315.87
C1234,Female,0,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.17,1026.08
C1235,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),93.33,4572.52
C1236,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.87,1283.57
C1237,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,115.11,8108.89
C1238,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.79,1323.18
C1239,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,34.85,341.32
C1240,Male,0,No,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,93.27,4214.61
C1241,Male,1,Yes,Yes,12,Yes,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),62.31,772.33
C1242,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,109.76,3333.13
C1243,Male,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.99,1921.25
C1244,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.16,5414.81
C1245,Male,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.39,448.2
C1246,Male,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),73.72,
C1247,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,23.58,287.89
C1248,Male,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.8,2204.54
C1249,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,25.31,1903.39
C1250,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.14,964.74
C1251,Male,0,No,No,52,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.6,3774.6
C1252,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),117.48,2192.74
C1253,Male,1,Yes,No,61,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),107.41,6891.72
C1254,Male,1,Yes,No,35,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),32.93,1132.71
C1255,Female,0,No,No,22,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),119.33,2561.38
C1256,Male,0,Yes,No,62,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.7,5106.23
C1257,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),63.4,3234.72
C1258,Female,0,Yes,Yes,51,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,98.89,4865.44
C1259,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,72.85,4625.47
C1260,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),105.02,305.95
C1261,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.77,185.92
C1262,Female,0,Yes,Yes,3,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,96.13,271.49
C1263,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.3,231.93
C1264,Male,0,No,No,26,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.17,1269.15
C1265,Male,0,No,Yes,41,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),92.76,3797.01
C1266,Male,1,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.85,269.58
C1267,Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.22,2022.42
C1268,Male,0,No,No,43,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,73.71,3004.44
C1269,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.09,636.82
C1270,Female,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),30.53,1977.01
C1271,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),107.54,721.6
C1272,Female,0,Yes,No,6,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),25.2,162.3
C1273,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,83.86,241.84
C1274,Female,1,No,No,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.82,1235.4
C1275,Male,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),43.24,1916.48
C1276,Male,0,Yes,Yes,64,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.38,3808.83
C1277,Female,0,Yes,Yes,29,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,113.92,3289.66
C1278,Male,0,Yes,Yes,36,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),119.19,4375.65
C1279,Female,0,Yes,No,36,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,119.79,4233.31
C1280,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.02,1775.57
C1281,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.87,2834.2
C1282,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),55.26,906.74
C1283,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.48,6043.32
C1284,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),67.03,3267.07
C1285,Male,0,Yes,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),107.48,5983.76
C1286,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,23.15,790.28
C1287,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.89,6360.76
C1288,Female,1,No,No,25,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.54,2345.03
C1289,Female,1,No,No,60,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,97.3,5647.37
C1290,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.9,7838.48
C1291,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.42,1511.51
C1292,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,41.67,1296.26
